Timestamp,Name,Class Section,List one topic of the class that you enjoy,What was the most challenging topic of the class?,"Overall, the learning experience for the class is",(Optional) What do you suggest to improve the class?,cleaned_List one topic of the class that you enjoy,cleaned_What was the most challenging topic of the class?,cleaned_(Optional) What do you suggest to improve the class?
9/26/2019 11:33:15,Student213,G2 (Thur 8:15 - 11:30 SR 2.3),Use case,Use case packages,3,Go through more examples,use case,use case package,go through more example
9/26/2019 11:33:17,Student246,G2 (Thur 8:15 - 11:30 SR 2.3),learning about the use case models,the teaching case use cae diagram is too complex and i dont understand the breakdown,3,to go through the teaching case use case diagram breakdown,learn about the use case model,the teaching case use cae diagram is too complex and dont understand the breakdown,to go through the teaching case use case diagram breakdown
9/26/2019 11:33:26,Student211,G2 (Thur 8:15 - 11:30 SR 2.3),Nil,Function model,2,Split to smaller group for discussion. 6 people team is rather big,,function model,split to small group for discussion people team is rather big
9/26/2019 11:33:34,Student226,G2 (Thur 8:15 - 11:30 SR 2.3),use case model,function model,3,,use case model,function model,
9/26/2019 11:33:43,Student225,G2 (Thur 8:15 - 11:30 SR 2.3),use case model ,"still very confused with function model and use case package, not sure what to fill in during the class activity ",3,-,use case model,still very confused with function model and use case package not sure what to fill in during the class activity,
9/26/2019 11:33:51,Student238,G2 (Thur 8:15 - 11:30 SR 2.3),finding use cases,finding use cases,3,all good!,find use case,find use case,all good
9/26/2019 11:34:03,Student224,G2 (Thur 8:15 - 11:30 SR 2.3),use case model,"function model, to determine what is the technical details",4,,use case model,function model to determine what is the technical detail,
9/26/2019 11:34:04,Student233,G2 (Thur 8:15 - 11:30 SR 2.3),Use Case Models,Determining the classification of each use case package ,3,Giving more time for Teaching cases,use case model,determine the classification of each use case package,give more time for teach case
9/26/2019 11:34:08,Student223,G2 (Thur 8:15 - 11:30 SR 2.3),Use Case model,"Convert function model to use case model, define new and existing process",3,,use case model,convert function model to use case model define new and exist process,
9/26/2019 11:34:42,Student219,G2 (Thur 8:15 - 11:30 SR 2.3),Use Case Model,The last group exercise where we had to derive the the use case diagram from the process workflow model.,4,I think today's lesson was great and the teaching was clear. Thank you Prof! :D,use case model,the last group exercise where we had to derive the use case diagram from the process workflow model,think today lesson was great and the teaching was clear thank you professor
9/26/2019 11:35:20,Student242,G2 (Thur 8:15 - 11:30 SR 2.3),Drawing use case model,Function model ,3,"Cant really remember the case and hard to recall the AS IS model, need more practice for function and use case model ",draw use case model,function model,cant really remember the case and hard to recall the as is model need more practice for function and use case model
9/26/2019 11:36:48,Student373,G2 (Thur 8:15 - 11:30 SR 2.3),Function Model,use cases package to include the relevant cases,3,,function model,use case package to include the relevant case,
9/26/2019 11:37:08,Student215,G2 (Thur 8:15 - 11:30 SR 2.3),Create Use cases from work flow,Identifying the use case model from work flow,4,,create use case from work flow,identify the use case model from work flow,
9/26/2019 11:37:29,Student229,G2 (Thur 8:15 - 11:30 SR 2.3),Package Process Model,Identifying Use Case Models,3,"Perhaps give us more time for the activities, the last activity was rather challenging.",package process model,identify use case model,perhaps give us more time for the activity the last activity was rather challenge
9/26/2019 11:37:37,Student201,G2 (Thur 8:15 - 11:30 SR 2.3),Use Case Package,Function Model,4,Suggesting for labs to be released in booklet so that it is easier to refer and do revision,use case package,function model,suggest for lab to be release in booklet so that it is easy to refer and do revision
9/26/2019 11:38:28,Student245,G2 (Thur 8:15 - 11:30 SR 2.3),I enjoy the lab session. I like drawing the use cases.,Keeping up with the pace of the lesson. Need some more time ,2,"Maybe the pr0f can walk around, especially towards the back of the class as we needed help.

slow down the pace a little, especially some teams work faster than the others. I am struggling to understand. More real life examples please. Like from use case model to function or vice versa, how to take etc.

Hard to revisit which models to go and visit to fill in the various use cases. ",enjoy the lab session like draw the use case,keep up with the pace of the lesson need some more time,maybe the prf can walk around especially towards the back of the class as we need help slow down the pace little especially some team work faster than the others am struggle to understand more real life example please like from use case model to function or vice versa how to take etc hard to revisit which model to go and visit to fill in the various use case
9/26/2019 11:40:40,Student232,G2 (Thur 8:15 - 11:30 SR 2.3),Use cases,Function model,3,Maybe the prof could teach at a slower pace. I have problem catching up with the theories taught in class.,use case,function model,maybe the professor could teach at slow pace have problem catch up with the theory teach in class
9/26/2019 11:40:42,Student222,G2 (Thur 8:15 - 11:30 SR 2.3),Use cases,function model,2,"- speak slowly, give some examples of how to source for function model from the use cases before we proceed on doing the teaching case part 4 independently. ",use case,function model,speak slowly give some example of how to source for function model from the use case before we proceed on doing the teach case part independently
9/26/2019 16:36:29,Student148,G7 (Wed 15:30 - 18:45 SR 3.3),Function Model,Use Case Model. It allowed me to view the standpoint as an external perspective,4,,function model,use case model it allow me to view the standpoint as an external perspective,
9/26/2019 17:59:15,Student375,G8 (Thur 15:30 - 18:45 SR 3.4),Use case model,Use case package,4,,use case model,use case package,
9/26/2019 18:17:28,Student257,G8 (Thur 15:30 - 18:45 SR 3.4),Creating of user case model,classifying activities under use case package,3,,create of user case model,classify activity under use case package,
9/26/2019 18:21:56,Student365,G8 (Thur 15:30 - 18:45 SR 3.4),Because I learnt this before back in poly so I enjoyed refreshing my memory on use case diagram.,"to convert workflow diagram to use case I find it a lil difficult partly because I am not used to it. Back in poly, they would give a paragraph and from there we analysed the use case diagram.

Also, the use case package is something new for me to learn so it takes time for me to understand it. Thus, I was facing a lil difficulty during the class exercise on use case package onwards.",3,ps: week 6 reflection,because learn this before back in poly so enjoy refresh my memory on use case diagram,to convert workflow diagram to use case find it little difficult partly because am not use to it back in poly they would give paragraph and from there we analyse the use case diagram also the use case package is something new for me to learn so it take time for me to understand it thus was face little difficulty during the class exercise on use case package onwards,week reflection
9/26/2019 18:41:35,Student251,G8 (Thur 15:30 - 18:45 SR 3.4),case package,teaching case,3,nil,case package,teach case,
9/26/2019 18:43:40,Student276,G8 (Thur 15:30 - 18:45 SR 3.4),USE CASE MODEL,USE CASE PACKAGE,4,,use case model,use case package,
9/26/2019 18:44:52,Student252,G8 (Thur 15:30 - 18:45 SR 3.4),Everything,-,4,,everything,,
9/26/2019 18:45:12,Student250,G8 (Thur 15:30 - 18:45 SR 3.4),Use case,Use package,3,Have extra practice questions on the things taught in class.,use case,use package,have extra practice question on the thing teach in class
9/26/2019 18:45:30,Student253,G8 (Thur 15:30 - 18:45 SR 3.4),,,4,,,,
9/26/2019 18:45:55,Student268,G8 (Thur 15:30 - 18:45 SR 3.4),Use Case Package,,4,,use case package,,
9/26/2019 18:46:10,Student262,G8 (Thur 15:30 - 18:45 SR 3.4),Use case modelling,Function model,4,More practice questions ,use case model,function model,more practice question
9/26/2019 18:47:34,Student272,G8 (Thur 15:30 - 18:45 SR 3.4),use case package,Use case model,2,"Too much subjectivity, should go through what is the more acceptable or correct methods of deriving answers",use case package,use case model,too much subjectivity should go through what is the more acceptable or correct method of derive answer
9/26/2019 18:47:44,Student256,G8 (Thur 15:30 - 18:45 SR 3.4),Use Case,Functions,3,"More examples, training more pls",use case,function,more example train more please
9/26/2019 18:47:52,Student254,G7 (Wed 15:30 - 18:45 SR 3.3),,Function Model,3,,,function model,
9/26/2019 19:55:26,Student274,G8 (Thur 15:30 - 18:45 SR 3.4),Use case model activity,the Function Model to determien the new/modified and existing,2,More time given for BPAS Teaching CASE-PART 4 and more conducive class as it is really noisy at times  ,use case model activity,the function model to determien the new modify and exist,more time give for bpas teach case part and more conducive class as it is really noisy at time
9/26/2019 19:55:47,Student374,G8 (Thur 15:30 - 18:45 SR 3.4),Use case,Functional Model,3,,use case,functional model,
9/26/2019 23:04:08,Student205,G2 (Thur 8:15 - 11:30 SR 2.3),use case diagrams,dynamic analysis methodologies,2,,use case diagram,dynamic analysis methodology,
9/26/2019 23:25:40,Student271,G8 (Thur 15:30 - 18:45 SR 3.4),Deciding which use cases goes under which function,Drawing use case diagram,3,,decide which use case go under which function,draw use case diagram,
9/26/2019 8:24:42,Student165,G7 (Wed 15:30 - 18:45 SR 3.3),Use Case Diagram,Use Case Diagram,4,,use case diagram,use case diagram,
9/26/2019 8:45:34,Student156,G7 (Wed 15:30 - 18:45 SR 3.3),use case diagram,Confusion on the IMS and RAS which requires to have sending and receiving of information,3,,use case diagram,confusion on the ims and ra which require to have sending and receiving of information,
9/27/2019 11:10:42,Student342,G3 (Fri 8:15 - 11:30 SR 3.1),identify use cases for workflow,function model,4,nil,identify use case for workflow,function model,
9/27/2019 11:11:40,Student299,G3 (Fri 8:15 - 11:30 SR 3.1),function model,use case,3,,function model,use case,
9/27/2019 11:23:04,Student318,G3 (Fri 8:15 - 11:30 SR 3.1),Use Case Models,Doing out the function model,3,,use case model,doing out the function model,
9/27/2019 11:23:12,Student284,G3 (Fri 8:15 - 11:30 SR 3.1),:-(,the use case from to-be diagram!!,4,,,the use case from to be diagram,
9/27/2019 11:23:14,Student286,G3 (Fri 8:15 - 11:30 SR 3.1),USE CASES,USE CASES,4,,use case,use case,
9/27/2019 11:23:19,Student289,G3 (Fri 8:15 - 11:30 SR 3.1),Use case,Functional model,3,,use case,functional model,
9/27/2019 11:23:21,Student292,G3 (Fri 8:15 - 11:30 SR 3.1),Breaking down for Use case,I find it hard to differentiate how to split a task into 2 use case and the naming convention,4,Prof you are going abit fast at times!!,break down for use case,find it hard to differentiate how to split task into use case and the naming convention,professor you are go bit fast at time
9/27/2019 11:23:24,Student315,G3 (Fri 8:15 - 11:30 SR 3.1),Use case model,function model,4,,use case model,function model,
9/27/2019 11:23:26,Student285,G3 (Fri 8:15 - 11:30 SR 3.1),use case,function model- how to determine use case packages,3,nil,use case,function model how to determine use case package,
9/27/2019 11:23:27,Student319,G3 (Fri 8:15 - 11:30 SR 3.1),use case,identifying/categorizing use cases into packages(functions),4,,use case,identify categorize use case into package function,
9/27/2019 11:23:27,Student307,G3 (Fri 8:15 - 11:30 SR 3.1),FInding out use cases,-,4,-,find out use case,,
9/27/2019 11:23:32,Student311,G3 (Fri 8:15 - 11:30 SR 3.1),Use Case,Identifying the new use cases,4,,use case,identify the new use case,
9/27/2019 11:23:34,Student329,G3 (Fri 8:15 - 11:30 SR 3.1),Developing use cases,"Use case package, function model",3,,develop use case,use case package function model,
9/27/2019 11:23:37,Student314,G3 (Fri 8:15 - 11:30 SR 3.1),Use Case Model,Function Model,4,Nil,use case model,function model,
9/27/2019 11:23:39,Student313,G3 (Fri 8:15 - 11:30 SR 3.1),Use Case,"Functional Model, Use Package",3,,use case,functional model use package,
9/27/2019 11:23:46,Student221,G2 (Thur 8:15 - 11:30 SR 2.3),drawing use case model,Functional model ,3,,draw use case model,functional model,
9/27/2019 11:23:52,Student321,G3 (Fri 8:15 - 11:30 SR 3.1),Function model,rules for packaging,3,nil,function model,rule for packaging,
9/27/2019 11:24:03,Student296,G9 (Fri 8:15 - 11:30 SR 3.2),Use case evaluatinos,understanding what to fill in for the diagrams,3,,use case evaluatinos,understand what to fill in for the diagram,
9/27/2019 11:24:04,Student304,G3 (Fri 8:15 - 11:30 SR 3.1),Hands on activity,Understanding the modelling functions,3,,hand on activity,understand the modelling function,
9/27/2019 11:24:04,Student317,G3 (Fri 8:15 - 11:30 SR 3.1),Learning about the use case model,Trying to understand and draw out the use case model,4,,learn about the use case model,try to understand and draw out the use case model,
9/27/2019 11:24:05,Student301,G3 (Fri 8:15 - 11:30 SR 3.1),Use Cases,Identifying  teaching case use cases ,4,,use case,identify teach case use case,
9/27/2019 11:24:30,Student308,G3 (Fri 8:15 - 11:30 SR 3.1),Use case package,Assigning use case to actors,3,,use case package,assign use case to actor,
9/27/2019 11:24:35,Student283,G3 (Fri 8:15 - 11:30 SR 3.1),Use cases and actors ,The in class activity regarding to missing use cases.,4,,use case and actor,the in class activity regard to miss use case,
9/27/2019 11:24:39,Student334,G3 (Fri 8:15 - 11:30 SR 3.1),Use case diagram,identifying new modified or existing in the functional diagram,4,upload the previous signavio file answers we did in class,use case diagram,identify new modify or exist in the functional diagram,upload the previous signavio file answer we did in class
9/27/2019 11:24:44,Student339,G3 (Fri 8:15 - 11:30 SR 3.1),Learned how to group use cases,How use cases can be combined,3,,learn how to group use case,how use case can be combine,
9/27/2019 11:24:45,Student316,G3 (Fri 8:15 - 11:30 SR 3.1),use case,Use case diagram,4,,use case,use case diagram,
9/27/2019 11:24:59,Student323,G3 (Fri 8:15 - 11:30 SR 3.1),Use case model/package,Functional model,4,,use case model package,functional model,
9/27/2019 11:26:01,Student367,G3 (Fri 8:15 - 11:30 SR 3.1),Use case model and function model,the teaching case activity not enough time,3,,use case model and function model,the teach case activity not enough time,
9/27/2019 11:26:27,Student310,G3 (Fri 8:15 - 11:30 SR 3.1),identifying use cases,filling in the function model template,3,the right side of the class is further to the screen. hope prof can use the right whiteboard more as it is really very hard to see the left screen and whiteboard.  also I am trying class part more than once in class because my overall class part is lower than average (did not class part as much in the first few sessions). hope to be given more opportunities. was shot down quite a few times today.,identify use case,fill in the function model template,the right side of the class is further to the screen hope professor can use the right whiteboard more as it is really very hard to see the left screen and whiteboard also am try class part more than once in class because my overall class part is low than average did not class part as much in the first few session hope to be give more opportunity was shoot down quite few time today
9/27/2019 11:27:16,Student320,G3 (Fri 8:15 - 11:30 SR 3.1),Use Case Model,identifying the use cases for the teaching case,3,Nil,use case model,identify the use case for the teaching case,
9/27/2019 11:28:16,Student306,G3 (Fri 8:15 - 11:30 SR 3.1),"Learning how to identify actors, users and relationship",-,4,,learn how to identify actor user and relationship,,
9/27/2019 11:30:05,Student297,G3 (Fri 8:15 - 11:30 SR 3.1),drawing use case diagram,identifiying use case packages,4,-,draw use case diagram,identifiying use case package,
9/27/2019 11:34:04,Student347,G9 (Fri 8:15 - 11:30 SR 3.2),functional model,functional model,3,,functional model,functional model,
9/27/2019 11:34:14,Student332,G9 (Fri 8:15 - 11:30 SR 3.2),Use case model,Case 4,3,,use case model,case,
9/27/2019 11:34:40,Student359,G9 (Fri 8:15 - 11:30 SR 3.2),Use Case Models,Functional Model,3,NIL,use case model,functional model,
9/27/2019 11:34:46,Student344,G9 (Fri 8:15 - 11:30 SR 3.2),function model,use case model,4,,function model,use case model,
9/27/2019 11:35:24,Student303,G9 (Fri 8:15 - 11:30 SR 3.2),use case model,functional module is confusing,3,nil,use case model,functional module is confuse,
9/27/2019 11:35:29,Student358,G9 (Fri 8:15 - 11:30 SR 3.2),Use case,Functional Model,2,Speak louder and less monotonously ,use case,functional model,speak louder and less monotonously
9/27/2019 11:35:30,Student352,G3 (Fri 8:15 - 11:30 SR 3.1),Use-case package,Use-case model,1,"To have the answers uploaded as well, very difficult to revise after class as there are no correct answers if my answers are wrong. ",use case package,use case model,to have the answer upload as well very difficult to revise after class as there are no correct answer if my answer are wrong
9/27/2019 11:35:50,Student326,G9 (Fri 8:15 - 11:30 SR 3.2),Use case model,Function model,3,,use case model,function model,
9/27/2019 11:35:58,Student288,G9 (Fri 8:15 - 11:30 SR 3.2),Use Case Model,Function model,3,,use case model,function model,
9/27/2019 11:36:10,Student327,G9 (Fri 8:15 - 11:30 SR 3.2),Use case model,Function model,3,To be slightly clearer in explanations,use case model,function model,to be slightly clearer in explanation
9/27/2019 11:36:29,Student294,G3 (Fri 8:15 - 11:30 SR 3.1),use case model,nil,4,,use case model,,
9/27/2019 11:36:34,Student341,G9 (Fri 8:15 - 11:30 SR 3.2),mapping the use case to the user,determining who participates in the use case whereby a user is using the system,3,Could we have a summary of each diagram and the rules governing it?,map the use case to the user,determine who participate in the use case whereby user is use the system,could we have summary of each diagram and the rule govern it
9/27/2019 11:36:42,Student335,G9 (Fri 8:15 - 11:30 SR 3.2),Doing the USE case Modelling,Understanding when to be modified is used in functional model,4,,doing the use case model,understand when to be modify is use in functional model,
9/27/2019 11:36:48,Student350,G9 (Fri 8:15 - 11:30 SR 3.2),lab,use case ,3,,lab,use case,
9/27/2019 11:36:56,Student295,G3 (Fri 8:15 - 11:30 SR 3.1),use case model,function model,4,-,use case model,function model,
9/27/2019 11:37:15,Student349,G9 (Fri 8:15 - 11:30 SR 3.2),signavio simulation,Identifying the correct use case,3,,signavio simulation,identify the correct use case,
9/27/2019 11:37:26,Student362,G9 (Fri 8:15 - 11:30 SR 3.2),Use Case Model,Package Use Case,3,,use case model,package use case,
9/27/2019 11:37:57,Student293,G9 (Fri 8:15 - 11:30 SR 3.2),the drawing activity - challenging and tingling to my brain,the final case.. so tedious and confusing but it got better,4,,the drawing activity challenging and tingle to my brain,the final case so tedious and confuse but it get well,
9/27/2019 11:38:18,Student361,G9 (Fri 8:15 - 11:30 SR 3.2),use case,lab,3,,use case,lab,
9/27/2019 11:38:18,Student360,G9 (Fri 8:15 - 11:30 SR 3.2),I had fun doing the teaching case,The case as well ,3,,had fun doing the teaching case,the case as well,
9/27/2019 11:38:19,Student290,G9 (Fri 8:15 - 11:30 SR 3.2),drawing of use case diagram,Populate the function model,4,,drawing of use case diagram,populate the function model,
9/27/2019 11:38:27,Student287,G9 (Fri 8:15 - 11:30 SR 3.2),use model,function model,3,,use model,function model,
9/27/2019 11:38:30,Student363,G9 (Fri 8:15 - 11:30 SR 3.2),Drawing use cases,Converting from use cases to Function Model,4,,draw use case,convert from use case to function model,
9/27/2019 11:38:35,Student336,G9 (Fri 8:15 - 11:30 SR 3.2),Use case,Use case Package model identification,3,,use case,use case package model identification,
9/27/2019 11:38:38,Student291,G9 (Fri 8:15 - 11:30 SR 3.2),Use case diagram,Function model,3,,use case diagram,function model,
9/27/2019 11:39:18,Student357,G9 (Fri 8:15 - 11:30 SR 3.2),Use case model.,"Function model. For instance, determine the type of the use cases.",4,,use case model,function model for instance determine the type of the use case,
9/27/2019 11:39:30,Student343,G9 (Fri 8:15 - 11:30 SR 3.2),Use Case Model,Identifying every element in the Use Case model,4,,use case model,identify every element in the use case model,
9/27/2019 11:40:11,Student333,G9 (Fri 8:15 - 11:30 SR 3.2),Use case diagram and its applications,Function model,4,,use case diagram and its application,function model,
9/27/2019 11:40:31,Student325,G9 (Fri 8:15 - 11:30 SR 3.2),-,Identifying the use case from the swimlane,3,,,identify the use case from the swimlane,
9/27/2019 12:08:10,Student353,G9 (Fri 8:15 - 11:30 SR 3.2),Use Case model,Function Model,3,"Function model could use more examples when explaining, especially part on determining if new/existing/to be modified",use case model,function model,function model could use more example when explain especially part on determine if new exist to be modify
9/27/2019 12:26:08,Student248,G3 (Fri 8:15 - 11:30 SR 3.1),Use Case Model,Function Model ,4,Nil ,use case model,function model,
9/27/2019 13:10:15,Student330,G9 (Fri 8:15 - 11:30 SR 3.2),Use Cases,Teaching Case,3,"More visuals, hard to understand some parts of slides - definition not very clear, needs to ask prof or instructor to clarify",use case,teach case,more visuals hard to understand some part of slide definition not very clear need to ask professor or instructor to clarify
9/27/2019 17:57:40,Student345,G9 (Fri 8:15 - 11:30 SR 3.2),the use case model,also use case categorising,4,nil,the use case model,also use case categorise,
9/27/2019 22:27:41,Student139,G7 (Wed 15:30 - 18:45 SR 3.3),Use case model,function model,3,nil,use case model,function model,
9/3/2019 11:30,Student77,G4 (Tue 8:15 - 11:30 SR 3.4),learning the models,differentiating the uses of each model,4,,learn the model,differentiate the us of each model,
9/3/2019 11:30,Student62,G4 (Tue 8:15 - 11:30 SR 3.4),Signavio,The teaching case,3,,signavio,the teaching case,
9/3/2019 11:30,Student79,G4 (Tue 8:15 - 11:30 SR 3.4),Workflow Model,Package Model,3,,workflow model,package model,
9/3/2019 11:30,Student51,G4 (Tue 8:15 - 11:30 SR 3.4),Signavio,None,4,,signavio,,
9/3/2019 11:30,Student61,G4 (Tue 8:15 - 11:30 SR 3.4),signavio,drawing models,4,less activities,signavio,draw model,less activity
9/3/2019 11:30,Student66,G4 (Tue 8:15 - 11:30 SR 3.4),Process workflow and drawing the diagram ,"Figuring out how to draw the diagram :"")",3,,process workflow and draw the diagram,figure out how to draw the diagram,
9/3/2019 11:31,Student49,G4 (Tue 8:15 - 11:30 SR 3.4),Workflow drawing,Recalling diff models,3,,workflow draw,recall diff model,
9/3/2019 11:31,Student48,G4 (Tue 8:15 - 11:30 SR 3.4),i enjoy learning about the level of granularity for the workflow process diagrams ,"it is still the collaboration model, i am not sure how detailed i should be when listing down the objects needed between each interaction",4,nil,enjoy learn about the level of granularity for the workflow process diagram,it is still the collaboration model am not sure how detailed should be when list down the object need between each interaction,
9/3/2019 11:31,Student44,G4 (Tue 8:15 - 11:30 SR 3.4),Telegram case study ,Workflow process activity ,3,,telegram case study,workflow process activity,
9/3/2019 11:31,Student55,G4 (Tue 8:15 - 11:30 SR 3.4),Process Work Flow Model,Process WOrk Flow Model,4,instructor needs to talk slower,process work flow model,process work flow model,instructor need to talk slow
9/3/2019 11:31,Student46,G4 (Tue 8:15 - 11:30 SR 3.4),The individual quiz,draw the workflow diagram ,4,,the individual quiz,draw the workflow diagram,
9/3/2019 11:31,Student81,G4 (Tue 8:15 - 11:30 SR 3.4),Drawing of workflow,Drawing of workflow,3,,drawing of workflow,drawing of workflow,
9/3/2019 11:31,Student83,G4 (Tue 8:15 - 11:30 SR 3.4),Process workflow model,Process workflow model,3,,process workflow model,process workflow model,
9/3/2019 11:31,Student68,G4 (Tue 8:15 - 11:30 SR 3.4),Drawing Workflow diagram,Process workflow diagram ,3,,draw workflow diagram,process workflow diagram,
9/3/2019 11:31,Student57,G4 (Tue 8:15 - 11:30 SR 3.4),Process workflow model,"Drawing the process workflow model, deciding whether to merge the gateway",3,kahoot quiz to recap,process workflow model,draw the process workflow model decide whether to merge the gateway,kahoot quiz to recap
9/3/2019 11:31,Student70,G4 (Tue 8:15 - 11:30 SR 3.4),Signavio,Process workflow,4,nil,signavio,process workflow,
9/3/2019 11:31,Student52,G4 (Tue 8:15 - 11:30 SR 3.4),Process workflow,Process workflow,4,,process workflow,process workflow,
9/3/2019 11:32,Student72,G4 (Tue 8:15 - 11:30 SR 3.4),Process workflow,Process workflow,3,,process workflow,process workflow,
9/3/2019 11:32,Student56,G4 (Tue 8:15 - 11:30 SR 3.4),Workflow process,Collaboration model,3,Kahoot quizzes (?),workflow process,collaboration model,kahoot quiz
9/3/2019 11:32,Student78,G4 (Tue 8:15 - 11:30 SR 3.4),The recap of the business models was good.,The individual quiz was tricky and the process workflow model was difficult.,4,,the recap of the business model was good,the individual quiz was tricky and the process workflow model was difficult,
9/3/2019 11:32,Student64,G4 (Tue 8:15 - 11:30 SR 3.4),workflow process,Collaboration model,2,Kahoot. Walk around to help us out while we are discussing and completing the activities in class. ,workflow process,collaboration model,kahoot walk around to help us out while we are discuss and complete the activity in class
9/3/2019 11:32,Student80,G4 (Tue 8:15 - 11:30 SR 3.4),Review of the models,Process Workflow Diagram,3,,review of the model,process workflow diagram,
9/3/2019 11:32,Student54,G4 (Tue 8:15 - 11:30 SR 3.4), workflow process ,Collaboration model ,3,Set of guidelines for collaborative model,workflow process,collaboration model,set of guideline for collaborative model
9/3/2019 11:32,Student368,G4 (Tue 8:15 - 11:30 SR 3.4),Process workflow ,Understanding which swimlanes should be created,2,More time for lab so that the instructor don't have to rush,process workflow,understand which swimlanes should be create,more time for lab so that the instructor do have to rush
9/3/2019 11:33,Student69,G4 (Tue 8:15 - 11:30 SR 3.4),"Modelling, especially the workflow model",Resource vs Collaboration model (for the question: Which are the systems and roles within the process scope),4,,model especially the workflow model,resource collaboration model for the question which are the system and role within the process scope,
9/3/2019 11:33,Student71,G4 (Tue 8:15 - 11:30 SR 3.4),Process workflow ,Drawing of workflow ,4,NIL,process workflow,drawing of workflow,
9/3/2019 11:34,Student67,G4 (Tue 8:15 - 11:30 SR 3.4),Recap the different models ,Nil ,4,,recap the different model,,
9/3/2019 11:36,Student45,G4 (Tue 8:15 - 11:30 SR 3.4),Signavio model,-,4,,signavio model,,
9/3/2019 11:40,Student47,G4 (Tue 8:15 - 11:30 SR 3.4),Recapping on what was done!,Work flow,4,NIL,recap on what was do,work flow,
9/3/2019 11:51,Student76,G4 (Tue 8:15 - 11:30 SR 3.4),Process WorkFlow Model,Draw the process workflow model,4,-,process workflow model,draw the process workflow model,
9/3/2019 11:52,Student73,G4 (Tue 8:15 - 11:30 SR 3.4),When to use which model,How to do a full process workflow model,3,,when to use which model,how to do full process workflow model,
9/3/2019 11:53,Student125,G4 (Tue 8:15 - 11:30 SR 3.4),Business rules model,Deriving the process workflow model,3,,business rule model,derive the process workflow model,
9/3/2019 12:44,Student53,G4 (Tue 8:15 - 11:30 SR 3.4),Learning about the application of BPAS in the real world,Process workflow model,4,,learn about the application of bpas in the real world,process workflow model,
9/3/2019 12:44,Student58,G4 (Tue 8:15 - 11:30 SR 3.4),Process Workflow,Process Workflow,4,,process workflow,process workflow,
9/3/2019 19:31,Student82,G4 (Tue 8:15 - 11:30 SR 3.4),Process work flow model,Drawing the process work flow model and understanding the difference between the different models ,4,,process work flow model,draw the process work flow model and understand the difference between the different model,
9/30/2019 10:51:57,Student17,G1 (Mon 8:15 - 11:30 SR 3.2),The application model which will show the interaction between the systems.,I believe the most challenging will be the cost & risk model,3,Nil,the application model which will show the interaction between the system,believe the most challenging will be the cost and risk model,
9/30/2019 10:52:08,Student14,G1 (Mon 8:15 - 11:30 SR 3.2),Drawing of the different models,Finding errors for the solution overview diagram,4,NIL,drawing of the different model,finding error for the solution overview diagram,
9/30/2019 10:52:14,Student3,G1 (Mon 8:15 - 11:30 SR 3.2),Solution Overview Model,Solution Blueprint,4,,solution overview model,solution blueprint,
9/30/2019 10:54:16,Student21,G1 (Mon 8:15 - 11:30 SR 3.2),Understanding the various different aspects to solution blue print and also the solution overview modelling and application modelling,-,3,,understand the various different aspect to solution blue print and also the solution overview modelling and application modelling,,
9/30/2019 10:55:03,Student7,G1 (Mon 8:15 - 11:30 SR 3.2),Modelling ,"I found that there was really no reason for cost modelling, as it would just be better to give the real cost rather than an estimate. But I suppose this is just theory. ",3,,model,find that there was really no reason for cost modelling as it would just be good to give the real cost rather than an estimate but suppose this is just theory,
9/30/2019 10:55:24,Student6,G1 (Mon 8:15 - 11:30 SR 3.2),Class exercises,Nil,4,,class exercise,,
9/30/2019 10:56:43,Student8,G1 (Mon 8:15 - 11:30 SR 3.2),Solution Diagram,Risk Model,4,,solution diagram,risk model,
9/30/2019 10:57:06,Student43,G1 (Mon 8:15 - 11:30 SR 3.2),I enjoyed the solution overview model.,Linking the application model to the solution overview model is tricky.,4,Thank you prof for being proactive with answering our questions. Greatly appreciated.,enjoy the solution overview model,link the application model to the solution overview model is tricky,thank you professor for being proactive with answer our question greatly appreciate
9/30/2019 11:03:27,Student1,G1 (Mon 8:15 - 11:30 SR 3.2),Solution Blueprint,function model,3,-,solution blueprint,function model,
9/30/2019 11:06:06,Student11,G1 (Mon 8:15 - 11:30 SR 3.2),Application Model,Solution Overview,3,nil,application model,solution overview,
9/30/2019 11:06:51,Student34,G1 (Mon 8:15 - 11:30 SR 3.2),Learning case,understanding the various models,3,,learn case,understand the various model,
9/30/2019 11:16:26,Student42,G1 (Mon 8:15 - 11:30 SR 3.2),solution overview model,understanding the application model,3,,solution overview model,understand the application model,
9/30/2019 11:16:30,Student29,G1 (Mon 8:15 - 11:30 SR 3.2),solution overview model,application model,3,,solution overview model,application model,
9/30/2019 11:17:31,Student5,G1 (Mon 8:15 - 11:30 SR 3.2),Application model,trying to figure out existing + modification system ,3,,application model,try to figure out exist modification system,
9/30/2019 11:18:37,Student13,G1 (Mon 8:15 - 11:30 SR 3.2),solution blueprint,application model,4,,solution blueprint,application model,
9/30/2019 11:18:52,Student22,G1 (Mon 8:15 - 11:30 SR 3.2),Application model,Risk Modelling,3,,application model,risk modelling,
9/30/2019 11:19:10,Student28,G1 (Mon 8:15 - 11:30 SR 3.2),Solution overview model,Application model,3,,solution overview model,application model,
9/30/2019 11:19:42,Student26,G1 (Mon 8:15 - 11:30 SR 3.2),application model ,solution overview,3,,application model,solution overview,
